season,week,start_date,home_team,away_team,venue,conference_game,wx_temp_f,wx_wind_mph,wx_precip_mm,predicted_total_points,predicted_home_points,predicted_away_points,wx_adjust_total,predicted_win_margin,prediction_confidence,weather_temp,weather_wind,weather_adjustment,enrichment_failed,weather_debug_reason,home_conference,away_conference,start_date_api,neutral_site
2025,9,2025-10-25 16:00:00+00:00,Springfield,Merchant Marine Academy,Stagg Field,True,66.02,2.2990727,0.0,62.18883941379287,31.101457972879675,22.932761581206645,0.0,8.16869639167303,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Delaware Valley,Stevenson,Robert A. Lipinski Field at James Work Memorial Stadium,True,,,,42.14448255866464,22.835464759810897,20.767932608046387,0.0,2.06753215176451,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Albright,FDU-Florham,Gene L. Shirk Stadium,True,,,,36.65940648904703,6.542607050928968,27.30446601574624,0.0,-20.76185896481727,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,MIT,Salve Regina,Henry G. Steinbrenner '27 Stadium,True,,,,42.44339963118116,12.37966848965127,30.62644749547433,0.0,-18.246779005823065,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Curry College,Western New England,Walter M. Katz Field,True,,,,62.04829996364906,22.89781572962384,39.73189779289172,0.0,-16.83408206326788,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Bentley,Pace,Bentley University Football Stadium,True,,,,47.44198926365246,28.465795309670263,13.695811213450456,0.0,14.76998409621981,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Assumption,American International,Multi-Sport Stadium,True,,,,42.13460079787304,30.37319473120025,13.367194832106136,0.0,17.005999899094114,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Thiel,Case Western Reserve,Alumni Stadium (PA),True,67.46,2.7961695,0.0,47.765280205531056,6.292839996173772,41.79193767610276,0.0,-35.49909767992898,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Muhlenberg,Carnegie Mellon,Scotty Wood Stadium,False,,,,62.53911256693102,35.055316327275264,28.859381900968764,0.0,6.195934426306501,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Shenandoah,Averett,Shentel Stadium,True,73.22,8.1399601,0.0,46.33447273828598,32.69933835117735,12.578768825592132,-0.282596409,20.120569525585225,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,New England College,Maine Maritime,,False,53.6,0.8077823000000001,0.0,39.9463580857532,26.500138191545933,14.968287586412876,-0.6399999999999999,11.531850605133055,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,North Carolina Wesleyan,Southern Virginia,Bishop Stadium,True,78.98,11.0604038,0.0,50.46733138285397,31.135184181630265,19.111502818866228,-0.5454363419999999,12.023681362764036,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Coast Guard,Norwich,Cadet Memorial Field,True,,,,52.1622373662197,40.115813346775845,14.229053710453805,0.0,25.88675963632204,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Castleton,Montclair State,Dave Wolk Stadium,False,,,,42.10975827863349,18.92732797276264,21.60973943876992,0.0,-2.6824114660072773,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,SUNY Morrisville,Brockport,Drake Field (NY),True,,,,47.15106103542055,13.301518786086064,29.352421325370653,0.0,-16.050902539284586,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Shepherd,East Stroudsburg University,Ram Stadium (WV),True,,,,53.24210361669777,33.046397038242084,20.40981201228145,0.0,12.636585025960638,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,West Chester,Kutztown University,John A. Farrell Stadium,True,,,,45.50836151985499,19.49896958882406,25.642959701413588,0.0,-6.143990112589528,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Gannon,Edinboro University,McConnell Family Stadium,True,67.1,7.3321778,0.0,37.48449659917805,20.488558706901443,17.19572206963085,-0.209896002,3.292836637270593,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Millersville,Bloomsburg,Chryst Field at Biemesderfer Stadium,True,,,,38.38577165086983,21.2221766537944,21.421261819616927,0.0,-0.1990851658225274,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Walsh,Thomas More College,Tom Benson Hall of Fame Stadium,True,74.3,6.8972181,0.0,45.78091992470959,16.45319493706435,26.92105458370904,-0.1707496289999999,-10.467859646644683,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Long Island University,New Haven,Bethpage Federal Credit Union Stadium,False,,,,57.943373507994245,13.842346384391718,41.38956700056779,0.0,-27.54722061617607,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Ferris State,Grand Valley State University,Top Taggart Field,True,79.52,5.4059277,0.0,59.58601776438702,31.25149447389849,21.94766205597829,-0.036533493,9.303832417920194,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Kentucky Wesleyan,Northwood (MI),Steele Stadium,True,75.74000000000001,4.1010486,0.0,48.611924400234905,23.71025944558553,30.30630361824286,0.0,-6.596044172657326,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Wheeling,Frostburg State,Bishop Schmitt Field,True,,,,61.34944444881718,22.466430822879705,38.58575653384003,0.0,-16.11932571096033,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,West Liberty,Glenville State,West Family Stadium,True,67.1,7.3321778,0.0,48.71242636390728,19.04667935804728,29.06545769419672,-0.209896002,-10.018778336149436,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,New Hampshire,William & Mary,Wildcat Stadium,True,64.22,3.5418147,0.0,47.07289932785996,20.7991815485602,24.68934006200277,0.0,-3.890158513442575,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Tiffin,Ashland,Frost-Kalnow Stadium,True,,,,51.41283421271956,29.623000734145467,20.93141695781811,0.0,8.691583776327356,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Johnson C Smith,Winston-Salem,Irwin Belk Complex,True,72.5,7.6428633,0.1,51.48491162460107,22.17905777379244,26.59212550968808,-0.237857697,-4.413067735895641,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Shaw,Fayetteville State,George Williams Athletic Complex,True,80.42,9.1962908,0.0,46.11060171826312,18.14838453172033,28.21861180929301,-0.377666172,-10.070227277572672,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Post University,Franklin Pierce,Municipal Stadium,True,75.92,6.835081,0.0,47.97788715515336,24.648943308051464,30.254665339416484,-0.1651572899999999,-5.605722031365019,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Southern Connecticut State,St. Anselm,Jess Dow Field,True,,,,47.55997136628612,20.86249002732242,25.26443727957604,0.0,-4.401947252253613,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Shippensburg,Lock Haven University,Seth Grove Stadium,True,67.82,4.7845567,0.0,38.41954466961057,26.17744507663369,17.688638588583082,0.0,8.488806488050614,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Mars Hill,Lenoir-Rhyne,Meares Stadium,True,61.88,3.9767744,0.1,57.55801999040495,17.123784936093358,39.07860206680648,0.0,-21.95481713071312,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Clark Atlanta,Edward Waters,CAU Panther Stadium,True,,,,52.37479656297407,25.82673443030025,31.648883093233657,0.0,-5.8221486629334045,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Central State (OH),Miles College,McPherson Memorial Stadium,True,69.25999999999999,7.3321778,0.0,52.19885195631753,18.975722793094043,34.53019577412073,-0.209896002,-15.55447298102668,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,St John Fisher University,Cortland,Growney Stadium,True,67.1,3.6660889,0.0,64.40331606686244,16.76594777193403,52.41688560249053,0.0,-35.6509378305565,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Ursinus,Franklin & Marshall,Patterson Field,True,,,,58.559734067574055,29.883654331800567,25.06119434455877,0.0,4.822459987241793,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Westminster College (MO),Martin Luther,Blue Jay Stadium,True,,,,37.427001234970994,14.407588312792711,27.11356353919577,0.0,-12.70597522640306,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,McDaniel College,Dickinson (PA),Kenneth R. Gill Stadium,True,,,,39.25779990809509,12.550966123772,25.80272394921856,0.0,-13.251757825446555,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Lycoming,Wilkes,David Person Field,True,66.92,4.5360083,0.0,57.091556444418266,22.467998373313023,34.07263516258731,0.0,-11.604636789274288,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Reading,Widener,Turf Field,True,81.32,8.512782699999999,0.0,45.26067569194348,14.023430743168667,29.544895958027563,-0.3161504429999999,-15.521465214858893,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Rowan,Salisbury,Richard Wackar Stadium,True,71.6,9.5069763,0.0,49.42451301555768,17.31308917322441,35.75503246728259,-0.405627867,-18.441943294058184,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Rhode Island,Bryant,Meade Stadium,True,61.7,5.0331051,0.0,60.4079545043917,25.03637573308572,33.570331073095204,-0.002979459,-8.533955340009491,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,North Carolina A&T,Campbell,Aggie Stadium,True,,,,46.09707772965123,26.59189956408621,23.07529355233081,0.0,3.516606011755403,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Maine,Elon,Alfond Stadium,True,,,,49.72746032943208,27.075047574649453,19.914630601830776,0.0,7.160416972818677,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,McKendree,Lincoln (MO),Leemon Field,True,77.72,9.0720166,0.0,49.37404618545628,38.32267214203478,15.721913259747128,-0.3664814939999999,22.600758882287657,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Colby College,Hamilton,Seaverns Field At Harold Alfond Stadium,True,,,,45.82590864598708,27.28064868658637,19.89502295084267,0.0,7.385625735743705,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Bowdoin,Trinity (CT),Whittier Field,True,,,,54.74175591362475,15.335864067933109,42.18506168588529,0.0,-26.84919761795218,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Middlebury,Bates,Alumni Stadium (VT),True,,,,47.44017416659808,31.427429001387683,14.712928319050627,0.0,16.714500682337054,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Ripon,Illinois College,Ingalls Field,True,72.5,3.6660889,0.0,62.788590802615,25.060646018423466,41.08510146922339,0.0,-16.024455450799927,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Davidson,San Diego,Richardson Stadium,True,75.2,3.728226,0.0,63.677423385542994,22.80621663938398,35.57649865539415,0.0,-12.770282016010167,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Valparaiso,Morehead State,Brown Field,True,73.58,7.2700407,0.0,54.12119631254584,26.57030399216877,34.29759370572438,-0.204303663,-7.72728971355561,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Stetson,St. Thomas (MN),Spec Martin Municipal Stadium,True,,,,57.893579709004456,21.431407352767625,35.93244489474534,0.0,-14.501037541977713,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Fordham,Lehigh,Jack Coffey Field,True,76.28,6.337984199999999,0.0,57.67414937421623,34.85878585114505,22.19665637400536,-0.1204185779999999,12.66212947713969,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Olivet College,Alma,Cutler Field,True,,,,63.1536086774496,15.72969286748063,46.97334301548021,0.0,-31.24365014799957,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Kalamazoo,Albion,Angell Field,True,,,,52.37431026372817,17.53415448725964,36.13490156852881,0.0,-18.60074708126917,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Adrian,Hope College,Docking Stadium,True,,,,58.0304054499242,19.110538337937847,41.80453398107408,0.0,-22.69399564313624,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Augsburg,Concordia Moorhead,Edor Nelson Field,True,,,,63.10029935609101,26.567687309481872,26.331014656055228,0.0,0.2366726534266447,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Berry College,Millsaps,Valhalla Stadium,True,47.3,4.9088309,0.0,60.88242515390554,49.11689336271085,10.11433591611299,-1.2700000000000005,39.002557446597855,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Kean,College Of New Jersey,Kean Alumni Stadium,True,,,,45.61607249299435,11.046669176150337,30.797852703711865,0.0,-19.75118352756153,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,William Paterson,Christopher Newport,Wightman Stadium,True,,,,50.62606457176733,12.683086654741736,34.897636527995125,0.0,-22.21454987325339,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Biddeford,Husson,Blue Storm Stadium,True,62.6,6.337984199999999,0.0,47.13897288120909,19.26051251889152,26.70692945457615,-0.1204185779999999,-7.446416935684638,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Southwestern University,Maryville College (TN),Birkelbach Field,False,,,,61.53203599368316,19.51014848445878,39.85992057161642,0.0,-20.34977208715764,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Lagrange College,Huntingdon College (AL),Callaway Stadium,True,,,,60.3441194360022,16.150956846127496,40.67875454794621,0.0,-24.52779770181872,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Minnesota Duluth,University of Mary,James S. Malosky Stadium,True,,,,54.26648408554205,37.05569993506669,16.556478177442465,0.0,20.49922175762422,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Greenville,Minnesota Morris,Francis Field (IL),True,,,,56.85099194063964,33.75259932496985,24.98071777661711,0.0,8.771881548352741,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Washington & Jefferson,Waynesburg,Cameron Stadium,True,71.96,7.3321778,0.0,62.33948889006821,45.989361550097534,15.139723508590416,-0.209896002,30.84963804150712,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Grove City College,Westminster (PA),Robert E. Thorn Field,True,,,,55.00790632404477,28.397814774904926,22.56081443236427,0.0,5.837000342540655,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Gallaudet,Randolph-Macon,Hotchkiss Field,False,63.14,3.7903631,0.0,52.949506996687326,12.778865925978446,38.11846171693947,0.0,-25.339595790961027,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Hampden-Sydney,Roanoke College,Lewis C. Everett Stadium,False,,,,52.86737650705695,31.091165910429723,24.69222945442174,0.0,6.398936456007984,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,John Carroll University,Wooster,Don Shula Stadium at Wasmer Field,False,,,,61.59865126372368,36.76663506694819,24.07148993856335,0.0,12.69514512838484,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Kenyon,Ohio Wesleyan,McBride Field,True,63.68,8.3885085,0.5,52.12692987827425,16.187812043830686,32.835518317089715,-0.304965765,-16.647706273259033,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Misericordia,Eastern University,Mangelsdorf Field,True,,,,39.93407815647966,16.610276019976418,18.580929637646,0.0,-1.9706536176695764,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Lebanon Valley,Kings College (PA),Arnold Field (PA),True,67.46,3.2311292000000003,0.0,46.81861002776039,20.82010825785947,28.557600243920103,0.0,-7.737491986060633,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Belhaven,Methodist,Belhaven Bowl Stadium,True,,,,49.412048689185085,33.31975038242408,15.683263593709649,0.0,17.636486788714436,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Moravian,Western Connecticut St,Rocco Calvo Field,False,,,,63.8743430204994,17.604110441505526,45.73170777125747,0.0,-28.127597329751943,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Calvin University,Trine University,Grand Rapids Christian High School,True,,,,52.04922816897181,20.407633734166566,33.44716517126011,0.0,-13.039531437093544,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Hobart College,St. Lawrence,Boswell Field at David J. Urick Stadium,True,,,,50.46917432783212,34.38510425911031,12.235632599818343,0.0,22.14947165929196,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Ithaca College,Union (NY),Butterfield Stadium,True,64.75999999999999,4.349597,0.0,49.30167941561375,26.21026638191816,20.11100645067121,0.0,6.099259931246941,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Susquehanna,Catholic,Amos Alonzo Stagg Field (PA),True,,,,61.42244699748971,40.27435550941294,17.995035753617863,0.0,22.27931975579508,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Gettysburg,Johns Hopkins University,Shirk Field at Musselman Stadium,True,,,,55.517301551126856,18.42466883323208,38.738390805959895,0.0,-20.313721972727816,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Virginia Union,Bowie State,Hovey Field,True,,,,61.67217706321976,33.100702960624524,24.24429471687834,0.0,8.856408243746184,medium,,,,False,,,,,
2025,9,2025-10-25 17:00:00+00:00,Wesleyan University (CT),Amherst,Corwin Stadium,True,73.94,8.5749198,0.0,45.12043495280435,29.106703606015444,15.658539955085107,-0.321742782,13.448163650930336,medium,,,,False,,,,,
2025,9,2025-10-25 17:30:00+00:00,Hanover College,Manchester,Alumni Stadium (IN),True,,,,54.67720928274632,44.10927563856107,11.574367438698612,0.0,32.53490819986246,medium,,,,False,,,,,
2025,9,2025-10-25 17:30:00+00:00,Tufts,Williams,Ellis Oval at Zimman Field,True,,,,50.942916804624666,30.779384275938583,19.19158999349793,0.0,11.587794282440656,medium,,,,False,,,,,
2025,9,2025-10-25 17:30:00+00:00,Worcester St,Dean College,John Coughlin Memorial Field,False,,,,40.563283797211554,26.440593369530987,17.08693448152081,0.0,9.353658888010177,medium,,,,False,,,,,
2025,9,2025-10-25 17:30:00+00:00,Trinity University TX,Centre College Kentucky,Trinity University Stadium,True,,,,59.009807061025946,31.94958188342513,21.128305110523,0.0,10.821276772902127,medium,,,,False,,,,,
2025,9,2025-10-25 17:30:00+00:00,Mount St. Joseph,Franklin,Schueler Field,True,,,,62.02061874492599,44.9995393432118,16.959793530065607,0.0,28.0397458131462,medium,,,,False,,,,,
2025,9,2025-10-25 17:30:00+00:00,Capital,Otterbein,Bernlohr Stadium,True,,,,43.72557224853128,27.93416250796092,17.022066675889512,0.0,10.912095832071408,medium,,,,False,,,,,
2025,9,2025-10-25 17:30:00+00:00,Muskingum University,Heidelberg,Sherman Field at McConagha Stadium,True,,,,50.11324887468554,22.162613122103625,33.01162898372995,0.0,-10.849015861626327,medium,,,,False,,,,,
2025,9,2025-10-25 17:30:00+00:00,University of Mount Union,Ohio Northern,Mount Union Stadium,True,70.34,5.716613199999999,0.0,61.07726765251794,48.74244217308183,13.840610930587298,-0.0644951879999999,34.901831242494524,medium,,,,False,,,,,
2025,9,2025-10-25 17:30:00+00:00,Anderson (IN),Wilmington (OH),Macholtz Stadium,False,70.52,5.4059277,0.0,45.59750487858957,14.979215321591836,28.19427607042628,-0.036533493,-13.215060748834444,medium,,,,False,,,,,
2025,9,2025-10-25 18:00:00+00:00,Bethel (MN),Macalester,Royal Stadium,True,,,,57.336482648360345,38.06657856415449,15.7896640881156,0.0,22.27691447603889,medium,,,,False,,,,,
2025,9,2025-10-25 18:00:00+00:00,Coe College,Luther,Clark Field,True,,,,55.46939596598448,45.75953085189079,7.753660908367551,0.0,38.00586994352324,medium,,,,False,,,,,
2025,9,2025-10-25 18:00:00+00:00,Virginia St,Bluefield State,Rogers Stadium (VA),True,,,,47.5297239663224,32.12271489871334,17.770526085047425,0.0,14.352188813665917,medium,,,,False,,,,,
2025,9,2025-10-25 18:00:00+00:00,Wisconsin-Whitewater,Wisconsin-Platteville,Perkins Stadium,True,68.72,7.456452,0.0,45.40077431291896,26.458040900007685,21.49758182486515,-0.2210806799999999,4.960459075142534,medium,,,,False,,,,,
2025,9,2025-10-25 18:00:00+00:00,Wisconsin-Stout,Wisconsin-Stevens Pt,Don and Nona Williams Stadium,True,73.94,6.337984199999999,0.0,53.24566761972508,46.29595895780066,12.112099285406396,-0.1204185779999999,34.18385967239427,medium,,,,False,,,,,
2025,9,2025-10-25 18:00:00+00:00,North Central College,Augustana (IL),Benedetti-Wehrli Stadium,True,,,,72.12692988493166,53.05248362210536,14.271320326535282,0.0,38.78116329557008,medium,,,,False,,,,,
2025,9,2025-10-25 18:00:00+00:00,Cornell College (IA),Lake Forest College,Van Metre Field at Ash Park,True,,,,55.863593807845504,18.65137489220341,40.11354768962455,0.0,-21.462172797421143,medium,,,,False,,,,,
2025,9,2025-10-25 18:00:00+00:00,Beloit,Monmouth (IL),Strong Stadium,True,,,,66.61092685469477,10.622784045112116,57.18716097942501,0.0,-46.56437693431289,medium,,,,False,,,,,
